Id,Label,timeset,name,genre,followers,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,stat_inf_class
6zn0ihyAApAYV51zpXxdEp,,,10cm,k-pop,386316,0,2,2,20,0.079531,0.082587,0.000158,0.002692,622,772
0UEP2XBR9aC5NBKcAKnBIq,,,CHEN,k-pop,1505703,617,2,4,3,0.538462,0.619048,0.000001,0.003206,598,774
4ufh0WuMZh6y4Dmdnklvdl,,,BAEKHYUN,k-pop,2493931,617,3,5,4,0.466667,0.630952,0,0.00362,598,774
1MAUqH0haKBYbjpknTfreY,,,PENOMECO,k-pop,281175,0,1,1,20,0.079527,0.082404,0,0.001624,622,772
4IJczjB0fJ04gs4uvP0Fli,,,Gym Class Heroes,dance pop,1410607,0,2,2,14,0.143234,0.155485,0.000158,0.007278,127,140
0GM7qgcRCORpGnfcN2tCiB,,,Tainy,trap latino,1097743,0,6,17,13,0.17235,0.197424,0.000581,0.088888,39,3
3sKeaby6GMSJWgYueZaSjE,,,Mokita,pop,147899,0,4,4,14,0.14979,0.165839,0.000882,0.017905,154,98
7yNfjZY3QJpm4cUj1i0fWD,,,Kaptan,indie poptimism,11580,0,1,1,15,0.130281,0.140211,0,0.003056,154,98
1mSJCvDX0W7Dn7S9C6vmvI,,,Anna of the North,electropop,199602,618,1,1,1,1,1,0,0.00103,599,748
6Y1nACvxtuuTjKx2b4Rwmb,,,Vessels,rock,32284,618,1,1,1,1,1,0,0.00103,599,748
7gOdHgIoIKoe4i9Tta6qdD,,,Jonas Brothers,pop,6613136,0,3,3,13,0.167866,0.188493,0.00039,0.039193,127,3
1xoxekeb8jUVHKJB7m6bfg,,,Tyler Cole,soul,26552,0,1,3,15,0.136302,0.147005,0,0.004406,252,532
3Uqu1mEdkUJxPe7s31n1M9,,,Weyes Blood,indie pop,290948,619,1,1,1,1,1,0,0.00103,600,749
5MWBg16f5UYiaSlyVhzlIW,,,John Cale,singer-songwriter,169528,619,1,1,1,1,1,0,0.00103,600,749
43NKdJzrtzg9rAzmbIUdW8,,,Shin Sakiura,r&b,36873,616,1,3,2,0.666667,0.75,0,0.001286,601,750
6sHCvZe1PHrOAuYlwTLNH4,,,Gus Dapperton,indie pop,460948,0,3,3,15,0.126109,0.132888,0.000315,0.005769,623,658
1OnA7BIptSxofkEpSipGhV,,,Dhira Bongs,jazz,4113,620,1,1,1,1,1,0,0.00103,602,751
6IVCk7qklx0tv5wtr4VSPc,,,Gotch,pop,15167,620,1,1,1,1,1,0,0.00103,602,751
3PpfvyyncoZ79IgYe0Uls0,,,HOMIES,k-rap,64025,621,1,1,4,0.363636,0.4375,0,0.001736,624,762
4XpUIb8uuNlIWVKmgKZXC0,,,ZICO,k-pop,1214218,621,3,3,3,0.533333,0.645833,0,0.004877,624,762
0b1sIQumIAsNbqAoIClSpy,,,j-hope,k-pop,12546706,0,2,2,14,0.146882,0.161022,0.002316,0.012443,622,772
6aLdhHUqgdKE86xbtNmY8g,,,Crush,k-pop,1057458,0,5,7,15,0.12841,0.138448,0.002167,0.007842,622,772
1Do4bSzfUl0KWL9r1fITu0,,,Yoon Mirae,k-pop,273076,0,1,1,16,0.108194,0.11219,0,0.001668,623,1067
6UbmqUEgjLA6jAcXwbM1Z9,,,BIBI,k-pop,589594,0,3,3,15,0.121316,0.127207,0.000315,0.004351,623,1067
0UntV1Bw2hk3fbRrm9eMP6,,,B.I,k-pop,567109,622,1,3,1,1,1,0,0.00103,603,752
5PS3ZZE5bBiZ3Ct9HiRG2B,,,DeVita,r&b,78057,622,1,3,1,1,1,0,0.00103,603,752
2auC28zjQyVTsiZKNgPRGs,,,RM,pop,11633075,623,1,10,1,1,1,0,0.00103,604,753
46KQM3HJyONaKRTbcfNPlU,,,Omega Sapien,rap,12278,623,1,10,1,1,1,0,0.00103,604,753
2u7CP5T30c8ctenzXgEV1W,,,pH-1,k-pop,323694,0,4,8,17,0.104395,0.111033,0.001103,0.006514,622,772
25wMXkplvEHJpJHX8A6Ved,,,lIlBOI,k-rap,53159,0,2,7,20,0.078391,0.081191,0.000158,0.002692,622,772
29HqjVbJr3vsc2l6BTI4eB,,,GroovyRoom,k-rap,119554,0,3,7,19,0.085053,0.088655,0.000473,0.00392,622,772
2e4G04F77jxVuDYo44TCSm,,,Loco,k-pop,352583,0,3,19,17,0.104973,0.111713,0.000227,0.005582,622,772
3kPEBSt7qgVoRZSbIXMr7W,,,GRAY,k-pop,260530,0,1,7,18,0.095003,0.099674,0,0.001816,622,772
0Ch0t9gI47Lkal71uQnmV3,,,JUSTHIS,k-rap,91970,624,2,18,1,1,1,0,0.002125,630,779
2qI1pO64eYqGUiv1XTw4cy,,,The Quiett,k-rap,99348,0,1,1,18,0.092924,0.09696,0,0.00194,622,772
79g2STpP2iV1xfgHuhrhX0,,,Leellamarz,k-rap,87560,0,4,4,17,0.102441,0.108247,0.001015,0.00561,622,772
3gg70JN79TXhAqklizHOva,,,lobonabeat!,k-rap,2799,625,1,1,1,1,1,0,0.00103,606,755
5NUVwRESNqYBUTRbiATjy7,,,BE'O,k-rap,168476,621,4,4,3,0.615385,0.729167,0.000001,0.006046,624,762
5DIi2JWfQPTKffaVBlIYRn,,,Sik-K,k-rap,408136,0,2,4,18,0.092943,0.097317,0.00063,0.003563,622,772
0rW6fVd3yuW2CF2sLYWQtE,,,Dok2,k-rap,116069,626,1,1,1,1,1,0,0.00103,607,756
0E0fq98DMHhkAgiXWpCViX,,,Skinny Brown,k-rap,42202,627,1,1,1,1,1,0,0.00103,605,754
0yHrFzi7dWriMWhB5XA99P,,,Han Yo Han,k-rap,49989,627,1,1,1,1,1,0,0.00103,605,754
0UswO8FFKS2tv6dzyNyJLD,,,Slom,k-rap,12243,0,1,1,18,0.094529,0.099089,0,0.002048,622,772
4nvFFLtv7ZqoTr83387uK4,,,Dynamicduo,k-rap,142885,0,2,4,16,0.113858,0.120876,0.001155,0.004229,622,772
2Yv0nlRtzgPl6u0dsS2hFv,,,Paloalto,k-rap,41326,625,1,1,1,1,1,0,0.00103,606,755
67IWlRdLy3UcfY3q968euj,,,GEMINI,r&b,91433,0,1,3,20,0.078388,0.081008,0,0.001623,622,772
0IznZPMUyaPGdqfP4oqBja,,,Coogie,k-rap,146467,0,3,16,17,0.103584,0.109856,0.000139,0.004795,622,772
0m5ETFICJLAg6ageqa9FgZ,,,Hangzoo,k-rap,12633,0,2,6,17,0.104365,0.11057,0.000315,0.004081,622,772
0seDu6vvqbUnPUk6s6a616,,,SINCE,k-rap,25346,0,2,4,18,0.09451,0.099073,0.000158,0.002582,622,772
4XDi67ZENZcbfKnvMnTYsI,,,Jay Park,pop,1825730,0,6,14,16,0.116508,0.125585,0.002422,0.010427,622,772
3l9s67pOK4Stw9yW1wr0Bg,,,Loopy,k-rap,80256,628,1,3,3,0.5,0.611111,0,0.001319,611,761
5f48MQLr5eOXHcR4lFE1BM,,,Chillin Homie,k-rap,8421,628,2,4,2,0.75,0.833333,0,0.002384,611,761
3NdOtTPPaXrCyC7Lpmzyhv,,,Tablo,k-pop,215687,626,1,1,1,1,1,0,0.00103,607,756
0hoIUrMFR0Cy6aTbma8b2o,,,unofficialboyy,k-rap,11401,629,2,9,1,1,1,0,0.002125,612,757
1SsVqqC31h54Hg08g7uQhM,,,YANGHONGWON,k-rap,59685,629,1,3,2,0.666667,0.75,0,0.001286,612,757
3yVEZNS0ateVfoj8FuazKg,,,Hash Swan,k-rap,89684,0,2,7,18,0.093902,0.098742,0.000017,0.003658,622,772
6v5cGuRCZKq08nLI4WXJuB,,,Nucksal,k-rap,37617,0,1,1,15,0.129969,0.139597,0,0.002912,154,772
1Ri5P0CfdNxdIkHX6es8Xd,,,Polodared,k-rap,3188,0,1,1,19,0.086351,0.089708,0,0.001335,622,772
2TTGZUWJg6LIOWsmCEgKCZ,,,Layone,k-rap,44332,630,3,10,1,1,1,0,0.003288,608,758
49cCO8Hy5heGnXj9hb6KEW,,,Gwangil Jo,k-rap,43397,630,1,6,2,0.6,0.666667,0,0.001547,608,758
2MtHuR0W2idZdF7x4wddqq,,,GIRIBOY,k-rap,301598,631,3,3,2,0.8,0.875,0,0.00355,625,773
7nq2NwlzVsllu1h5qHPxIy,,,YUNHWAY,trap,27978,631,1,1,3,0.5,0.583333,0,0.001581,625,773
5a8EJtOEbUJDF4RX3mKK02,,,Woo,k-rap,127165,0,1,1,18,0.094529,0.099089,0,0.002048,622,772
6XsOOgLCtnkkOv2uhZXuB0,,,Blase,k-rap,10549,628,2,2,2,0.75,0.833333,0,0.002384,611,761
2fiGm496AG7ePURQiSSJIw,,,Paul Blanco,k-rap,28414,621,2,4,4,0.444444,0.552083,0,0.003071,624,762
0WlRUcYhuk4rkUm4zEpXu1,,,Ian Ka$h,trap,611,632,1,3,1,1,1,0,0.00103,609,759
5M6uaTVVZuyAkdr60oWKrJ,,,viceversa,k-rap,3072,632,1,3,1,1,1,0,0.00103,609,759
0tkHE1pQ5ZCgQb8WZ0ba79,,,Gaeko,k-rap,111251,621,2,2,4,0.421053,0.53125,0,0.002836,624,762
3ytV7vc4ZuwGgwaOuWvkk8,,,MINO,k-pop,1020618,621,3,3,3,0.571429,0.666667,0.000001,0.005103,624,762
7cVZApDoQZpS447nHTsNqu,,,LeeHi,pop,1409930,0,2,2,16,0.114029,0.121165,0.000234,0.004008,622,772
0GVLMUDDJxgVWTpHcVFA2z,,,K.vsh,k-rap,27346,633,1,1,1,1,1,0,0.00103,610,760
6F5tPDq3TIduDv2ki6O1Oq,,,Swings,k-rap,79776,633,1,1,1,1,1,0,0.00103,610,760
30AghIfoMJrMo1YqoUkEMM,,,Huh,k-rap,18407,624,1,3,2,0.666667,0.75,0,0.001286,630,779
4F0KZ0SXe4z5xrgX6TXAPy,,,Roh Yun Ha,k-rap,4853,628,1,1,3,0.5,0.611111,0,0.001319,611,761
08KbKkPqaYNFYM9R5eMjuM,,,Uneducated Kid,k-rap,25720,621,1,3,5,0.32,0.4,0,0.001398,624,762
31VffPWiL2AAwNIMODB9qZ,,,Kim Seungmin,k-rap,33627,630,1,3,2,0.6,0.666667,0,0.001547,608,758
0YE7929Kw8hXmap9LKxUiC,,,Swervy,k-rap,25434,629,1,6,2,0.666667,0.75,0,0.001286,612,757
4ps3JPHTs3XJSSmzRqCvKJ,,,Yes Junior 24,hyperpop,566,634,1,1,1,1,1,0,0.00103,613,763
6iBjPtCEGarFwpdJUc39P9,,,ksmartboi,hyperpop,761,634,1,1,1,1,1,0,0.00103,613,763
4GAVUIrGNz35VbCFfHTsca,,,saevom,k-pop,22673,635,1,1,1,1,1,0,0.00103,614,764
7f5OHScUwC0ZKZzma5mMxq,,,O.WHEN,k-pop,47288,635,1,1,1,1,1,0,0.00103,614,764
48DsjCcpYJQWi5fulzyuBm,,,Kang Seungwon,korean pop,972,0,2,2,17,0.100583,0.106753,0.000158,0.003232,622,772
7l8rOFwZFQ3G0sgZ7gjGng,,,Jung Seung Hwan,k-pop,210663,0,1,1,18,0.091393,0.09584,0,0.001412,622,772
2KbxyNY5Dt6CJ6FBLcWfkH,,,Lee MinHyuk,korean pop,42224,636,1,1,1,1,1,0,0.00103,615,765
6qvVoPGEqNCyYSjYCgfV1v,,,Choi Yuree,singer-songwriter,10562,636,1,1,1,1,1,0,0.00103,615,765
7cEaNXXTHx3LokbjUUyHal,,,BIG Naughty,k-rap,198851,0,1,1,21,0.073673,0.075985,0,0.001356,622,772
3HqSLMAZ3g3d5poNaI7GOU,,,IU,k-pop,7552550,0,4,4,16,0.111821,0.120648,0.000816,0.00746,622,772
0u06YeydlBk3awnk5KgdBx,,,Chancellor,r&b,33350,637,1,1,1,1,1,0,0.00103,616,766
6GwM5CHqhWXzG3l5kzRSAS,,,Younha,k-pop,301652,637,1,1,1,1,1,0,0.00103,616,766
48JtfAggQQpfUXQNxkGm5U,,,Dept,chill r&b,121758,638,1,1,1,1,1,0,0.00103,617,767
7FIqXqYZHMomTAcTXF4UHu,,,Milky Day,chill r&b,34265,638,1,1,1,1,1,0,0.00103,617,767
0FRUZvZNPzM3YJMABJxf2K,,,WENDY,k-pop,789530,639,2,2,1,1,1,0,0.002125,626,768
2FLqlgckDKdmpBrvLAT5BM,,,Eric Nam,pop,1943753,639,1,1,2,0.666667,0.75,0,0.001286,626,768
0ebNdVaOfp6N0oZ1guIxM8,,,SUGA,k-pop,1963983,0,3,3,15,0.123792,0.13436,0.000938,0.006407,622,772
2dd5mrQZvg6SmahdgVKDzh,,,PSY,k-pop,1568887,0,1,1,16,0.110159,0.117238,0,0.001891,622,772
49muoiIu4uea4PO8vueUNN,,,YENA,k-pop,250586,0,1,1,16,0.108194,0.11219,0,0.001668,623,1067
1mefU9eSDsjTwOJK0gn7xZ,,,Yayyoung,chill r&b,36774,640,1,1,1,1,1,0,0.00103,618,769
6WWUJGBY4ETAE22tRmgJ8b,,,Dvwn,k-pop,170246,640,1,1,1,1,1,0,0.00103,618,769
4bNOdxc26omK0xR7FPucJn,,,Albert Posis,chill r&b,35693,641,1,3,1,1,1,0,0.00103,619,770
51KbY36mrjHRQwvSbel74l,,,Jesse Barrera,chill r&b,38437,641,1,3,1,1,1,0,0.00103,619,770
4k5fFEYgkWYrYvtOK3zVBl,,,BOL4,pop,1614674,617,1,1,5,0.333333,0.433333,0,0.001587,598,774
4ZQVfuvon3XnGYkjTSey1O,,,Lee Sun Hee,korean pop,41947,0,1,1,18,0.091393,0.09584,0,0.001412,622,772
6OwKE9Ez6ALxpTaKcT5ayv,,,AKMU,k-pop,1241363,0,2,2,17,0.100583,0.106753,0.000158,0.003232,622,772
4WnO2VmlwdTX77ANsThWLQ,,,CODE KUNST,k-rap,222824,642,1,3,3,0.5,0.611111,0,0.001319,640,788
57W9ikVc6O2wLDtmclSjvN,,,Simon Dominic,k-rap,403947,642,2,6,2,0.75,0.833333,0,0.002384,640,788
5dCvSnVduaFleCnyy98JMo,,,HEIZE,k-pop,1047240,631,2,2,2,0.666667,0.75,0,0.002649,625,773
3paGCCtX1Xr4Gx53mSeZuQ,,,NCT U,k-pop,3766313,643,1,2,1,1,1,0,0.00103,620,771
48eO052eSDcn8aTxiv6QaG,,,NCT,k-pop,5244529,643,1,2,1,1,1,0,0.00103,620,771
0tRFWXqKBBQcu5oFVOgVzX,,,Jaira Burns,pop,386049,0,1,31,16,0.111216,0.11802,0,0.001474,621,658
2AfmfGFbe0A0WsTYm0SDTx,,,(G)I-DLE,k-pop,4385423,0,2,41,15,0.125129,0.135123,0.000158,0.003924,621,658
24sQuJhQ85ZygDG7sUVUxR,,,Verbal Jint,k-rap,68713,0,1,1,17,0.102182,0.106926,0,0.001433,622,772
3qNVuliS40BLgXGxhdBdqu,,,TAEYEON,pop,2620685,0,2,2,16,0.113808,0.120572,0.000158,0.003364,622,772
2PSJ6YriU7JsFucxACpU7Y,,,CHUNG HA,k-pop,1989471,0,4,4,14,0.149378,0.164876,0.00284,0.016469,154,772
3zDRCqOhJXJfS2YWOEwGMC,,,Christopher,danish pop,244904,0,1,1,15,0.129969,0.139597,0,0.002912,154,772
1AhjOkOLkbHUfcHDSErXQs,,,88rising,pop,858704,0,4,10,14,0.13804,0.146684,0.000771,0.007586,623,1067
0Qr4St9aCOLu41Nt5QZIz1,,,Ugly Duck,k-rap,8958,0,1,1,17,0.104353,0.110318,0,0.002746,622,772
3eCd0TZrBPm2n9cDG6yWfF,,,DEAN,k-pop,1283729,621,1,1,5,0.307692,0.389583,0,0.001368,624,762
4U80LJd8sG6U9YTFP5izka,,,Suzy,k-pop,440013,617,1,1,5,0.333333,0.433333,0,0.001587,598,774
0fEj1fYIQwWj1bzzAto9rp,,,CHROMANCE,pop,31798,0,1,1,16,0.119241,0.12734,0,0.001775,39,3
5RR0MLwcjc87wjSw2JYdwx,,,MOMOLAND,k-pop,3571301,0,2,2,15,0.135379,0.147712,0.000158,0.007563,39,3
1gBUSTR3TyDdTVFIaQnc02,,,NCT DREAM,k-pop,5672667,0,1,1,15,0.128933,0.139205,0,0.003122,154,198
2bWTIIQP9zaVc55RaMGu7e,,,Seori,k-pop,226103,631,1,1,3,0.5,0.583333,0,0.001581,625,773
4Xj0peBt3EZHbdF20JmdWC,,,Lee Mujin,korean pop,83005,631,1,1,3,0.444444,0.541667,0,0.001352,625,773
7sZ5ipSoboWdqXkdj6AXHo,,,ONEW,k-pop,399171,617,1,1,4,0.368421,0.452381,0,0.00162,598,774
5DnjOSzLCfn4hDbLECq8pt,,,Yang Da Il,k-pop,130040,639,1,1,2,0.666667,0.75,0,0.001286,626,768
0bDdOBGVCFVt0f8N9ldW1k,,,BEN,k-pop,86570,644,1,1,1,1,1,0,0.00103,627,775
4oEXworvhegyK83rZwVyWL,,,GSoul,k-pop,197032,644,1,1,1,1,1,0,0.00103,627,775
0BqRGrwqndrtNkojXiqIzL,,,Whee In,k-pop,765396,645,1,1,1,1,1,0,0.00103,628,776
3uGFTJ7JMllvhgGpumieHF,,,AILEE,k-pop,1047464,645,1,1,1,1,1,0,0.00103,628,776
16sxdaE9mk0Kis9CTP7Uot,,,Lee Seok Hoon,korean pop,23975,646,2,11,1,1,1,0,0.002125,633,777
3LFFf4EpKn2krneZ9vozyz,,,JO YURI,k-pop,176530,646,1,1,2,0.666667,0.75,0,0.001286,633,777
6EmgTIhhXGtfAmYYTfdtlz,,,Onestar,korean pop,21355,647,1,1,1,1,1,0,0.00103,629,778
7LdZwtnhfB1GoC9SE9tvyb,,,KIM JAE HWAN,k-pop,149631,647,1,1,1,1,1,0,0.00103,629,778
23LskvW8ErKu8v1teU7xFZ,,,sokodomo,k-rap,46140,0,2,4,15,0.126192,0.136408,0.000158,0.003529,252,1412
5HenzRvMtSrgtvU16XAoby,,,Zion.T,k-pop,544855,0,1,3,16,0.112055,0.119006,0,0.001427,252,1412
7IrDIIq3j04exsiF3Z7CPg,,,Beenzino,k-rap,193848,621,1,1,4,0.4,0.46875,0,0.001998,624,762
1UIxKzYZnlJeF9siZ6IE1f,,,MUSHVENOM,k-rap,30429,624,1,15,2,0.666667,0.75,0,0.001286,630,779
3uCDicSmenMBtsKb5A51dd,,,Jeon Sang Keun,korean pop,27129,648,2,3,1,1,1,0,0.002125,631,781
3wi60BA6UhRuaNc1Dj548w,,,H:CODE,korean pop,12060,648,1,2,2,0.666667,0.75,0,0.001286,631,781
1fwMtpwCEJovQuyxSuHcAd,,,Yang Yoseob,k-pop,53355,649,1,1,1,1,1,0,0.00103,632,780
7cgAZ03K2mMaWB70gwZs92,,,JEONG EUN JI,k-pop,199228,649,1,1,1,1,1,0,0.00103,632,780
13PsdrWmNx5EcibArzkbcO,,,Yountoven,korean pop,5361,648,1,1,2,0.666667,0.75,0,0.001286,631,781
1SHIOlNm9pVZ7EzO9322AM,,,Skyminhyuk,rap,1197,0,1,6,21,0.072694,0.074815,0,0.001356,622,772
433F0GjVZRnsjP8ztGEso1,,,Seo In Guk,k-pop,104790,646,1,10,2,0.666667,0.75,0,0.001286,633,777
1q1Fe4tXiu1Weq4U0uhqPi,,,Ja Mezz,k-rap,24286,630,1,1,2,0.6,0.666667,0,0.001547,608,758
0hW1muryuCdZLfjoLrUhnw,,,Yoon Jong Shin,korean pop,49455,650,1,1,1,1,1,0,0.00103,634,782
2GQxKDojobwBjZMPf7aoh0,,,Billlie,k-pop,310623,650,1,1,1,1,1,0,0.00103,634,782
6XXKPxRX2WWPPtfodzpc2v,,,KEY,k-pop,558268,0,1,1,16,0.113801,0.120388,0,0.00229,622,772
2YXlVLKq3X3soXd2aXUtIT,,,JAMIE,k-pop,633254,642,2,6,2,0.75,0.833333,0,0.002384,640,788
60YNqzrSj7rJkuqHkpHPqG,,,Kim Jong Kook,k-pop,99162,651,1,1,1,1,1,0,0.00103,635,783
68KmkJeZGfwe1OUaivBa2L,,,ATEEZ,k-pop,2563572,651,1,1,1,1,1,0,0.00103,635,783
0Y2AcMPMpeuPXtPQGVvRBq,,,Lee Young Ji,trap,73717,652,1,1,1,1,1,0,0.00103,636,784
78sJswwVn4P8aEhkF4K6fQ,,,Hyolyn,k-pop,710712,652,1,1,1,1,1,0,0.00103,636,784
1eTft3tXynrKdo6XD7QHLL,,,Moon Byul,k-pop,1012765,653,1,1,1,1,1,0,0.00103,637,785
5cYcI546S8Lf97m4mNdYLD,,,Solar,k-pop,871379,653,1,1,1,1,1,0,0.00103,637,785
0jUn8CXobOt0IixyR72una,,,Rothy,k-pop,173008,617,1,1,5,0.304348,0.402381,0,0.001355,598,774
3Mrp5B6JdfoiObgY0WR8lF,,,HA:TFELT,k-pop,103185,0,1,3,18,0.096659,0.100595,0,0.002004,162,385
7nqOGRxlXj7N2JYbgNEjYH,,,SEVENTEEN,k-pop,7938803,0,1,1,14,0.151335,0.168614,0,0.015183,39,379
0ghlgldX5Dd6720Q3qFyQB,,,TOMORROW X TOGETHER,k-pop,7071039,0,2,4,15,0.141101,0.155025,0.000035,0.007564,154,680
3JjvsPeGMbDJqsphe2z8xU,,,P1Harmony,k-pop,521599,0,1,1,14,0.142126,0.154837,0,0.006465,139,1322
72nLe76yBFSlP6VBzME358,,,SHAUN,k-pop,335474,0,1,1,16,0.114998,0.122355,0,0.001742,433,680
1mORehSVEd7lcaT2d7Sl2K,,,SURAN,k-pop,1002746,654,1,1,1,1,1,0,0.00103,638,786
56zJ6PZ3mNPBiBqglW2KxL,,,Peder Elias,norwegian pop,25135,654,1,1,1,1,1,0,0.00103,638,786
0bBz5bRBkExaej2HxtVfCw,,,347aidan,sad rap,390220,0,2,4,15,0.128066,0.135115,0.000082,0.003877,623,1067
3Aum3IcJEKuGsWVPBZnvyU,,,ROMderful,indie r&b,24976,655,1,1,1,1,1,0,0.00103,639,787
6ZDL9IVLcZPApjoBdajrao,,,Summer Soul,r&b,40781,655,1,1,1,1,1,0,0.00103,639,787
18006kpQI473m1ICcpimQ9,,,22Bullets,slap house,6511,642,1,3,3,0.5,0.611111,0,0.001319,640,788
4IxQ7KFeYjNzc0g7CK2ujp,,,Anderblast,house,792,656,1,1,1,1,1,0,0.00103,641,789
6qUhtt7sgKShRCw2FiTrX2,,,Sinner & James,canadian,1682,656,1,1,1,1,1,0,0.00103,641,789
2B1vFfrtORGBQQdIKAckkw,,,Tenka,world,886,657,1,1,1,1,1,0,0.00103,642,790
5TS4DIOBGgEE6ysYh7yuii,,,Meitei,world,34346,657,1,1,1,1,1,0,0.00103,642,790
0IzOzLPM6viWFLxD2V8f9R,,,Fenella,chamber,1518,658,1,1,1,1,1,0,0.00103,643,791
1UrfmsMDKHSYXj7SaPjyWL,,,Jane Weaver,electra,27481,658,1,1,1,1,1,0,0.00103,643,791
7LPqtwClp78XM85lJWaiKQ,,,G.T.,rap,17474,0,1,1,15,0.12017,0.126344,0,0.001783,127,903
46fHMu9KxdQwcGV9xI1L9R,,,Dro Kenji,viral rap,106120,54,3,3,3,0.6,0.722222,0,0.003851,49,93
55ZKRn4w3oNhBMV7sgG1PP,,,E the profit,rap,4257,54,1,1,4,0.4,0.486111,0,0.001617,49,93
0XFgM33h3Ls5tj1M9IKUWd,,,Foudeqush,r&b,19549,659,1,2,1,1,1,0,0.00103,644,792
24eDfi2MSYo3A87hCcgpIL,,,Ludwig Goransson,soundtrack,149295,659,1,2,1,1,1,0,0.00103,644,792
6LEeAFiJF8OuPx747e1wxR,,,Blood Orange,alternative r&b,722304,0,3,3,17,0.10112,0.106253,0.000315,0.003596,589,240
3A5tHz1SfngyOZM2gItYKu,,,Earl Sweatshirt,rap,1891320,0,2,2,13,0.143144,0.153548,0.000158,0.006503,127,183
7vNNmjV14SKQzlQAEg0BXP,,,Jean Dawson,pop,102393,0,1,1,14,0.125224,0.131973,0,0.001599,127,183
3NR7hAacOhmcztWvD7vJfS,,,Sickick,trap,862434,0,2,6,13,0.163272,0.180592,0.000048,0.040066,127,323
54KCNI7URCrG6yjQK3Ukow,,,Susanne Sundfør,electropop,208722,0,1,1,16,0.119456,0.12507,0,0.001666,127,140
5nPOO9iTcrs9k6yFffPxjH,,,Röyksopp,electropop,803676,0,3,5,15,0.135657,0.144162,0.000315,0.004586,127,140
1XFN3VcuKr4tsTtQlRiTgK,,,Mondo Loops,lo-fi beats,36051,660,3,7,1,1,1,0,0.003288,1195,795
5orR9ec1E60lLb1U76m3ul,,,Chill Select,focus beats,59173,661,4,4,2,0.75,0.833333,0.000001,0.005054,680,825
37qnORF8QfcLsPYb6lRhiq,,,Birds Of The West,lo-fi jazzhop,1776,662,1,1,1,1,1,0,0.00103,645,793
4X45nKUBNLpHB92NUo3TQE,,,Karmacoda,downtempo,1859,662,1,1,1,1,1,0,0.00103,645,793
3pSfwb3p6BVPTYDkNdgxS2,,,Arbour,lo-fi beats,20932,663,1,1,3,0.5,0.611111,0,0.001319,646,1326
4ELcaEK7UaF0mUoodoVBfn,,,Bluewerks,lo-fi beats,3019,663,2,2,2,0.75,0.833333,0,0.002384,646,1326
225l1KEprObX8xgl8xo2Gc,,,BluntOne,lo-fi beats,20869,664,1,3,2,0.666667,0.75,0,0.001286,647,794
2mt3wR9B4tg9KXvICFYhqM,,,Baen Mow,rap,441,664,2,4,1,1,1,0,0.002125,647,794
4CSOdm2yCuB71TxCfV105e,,,Kinissue,focus beats,1600,665,1,1,7,0.260274,0.341729,0,0.002506,669,1327
5vxaqyEjb7eMVm9bUnbwQj,,,So.Lo,lo-fi beats,1435,665,1,1,7,0.234568,0.31817,0,0.002227,669,1327
3vzJueN7TkCtYpz1myVmDU,,,Dontcry,lo-fi beats,22630,666,3,6,3,0.6,0.722222,0,0.003851,683,1090
5zUSfxfP1NETZiaWt0Ui0a,,,Casiio,lo-fi beats,10681,666,3,4,2,0.666667,0.75,0,0.00408,683,1090
3iGthn6RykA9JUHnilAIr0,,,Krynoze,lo-fi beats,3047,665,1,3,7,0.234568,0.31817,0,0.002227,669,1327
7M4y7qvcYja7RcXNCGrjeP,,,Bcalm,lo-fi beats,5373,660,1,1,2,0.6,0.666667,0,0.001547,1195,795
1NdDUOuRmmfgKiuWKUEp7z,,,Natasha Ghosh,lo-fi jazzhop,911,665,2,3,7,0.240506,0.353258,0.000001,0.003302,669,1327
6My0aHQrZyz0vqqcf06s1D,,,Shrimpnose,lo-fi beats,4655,663,2,2,2,0.75,0.833333,0,0.002384,646,1326
0CF9CnQbK6uS8u78KVnIPv,,,Sweet Medicine,lo-fi jazzhop,4936,667,1,1,1,1,1,0,0.00103,648,796
0vpi2tMaHCn6YHS6L7qgoe,,,eugenio izzi,lo-fi beats,4515,667,1,1,1,1,1,0,0.00103,648,796
1csp9v9FfSxU0LcBtfWFCb,,,Tibeauthetraveler,lo-fi beats,6400,668,4,6,2,0.666667,0.75,0.000001,0.005584,662,829
4GKyEHBQxZKcVESiIggVaU,,,Prithvi,focus beats,1574,668,3,3,3,0.533333,0.645833,0.000001,0.004159,662,829
5KXdwqIvJf4lofmV84wIQe,,,Dreams For Two,lo-fi beats,360,669,1,3,2,0.666667,0.75,0,0.001286,649,832
6C8MeXJkwcF5AiHVMFNPoO,,,her.story,lo-fi beats,380,669,2,6,1,1,1,0,0.002125,649,832
4ApyJoQGYHAcMtJEvK5tRx,,,steezy prime,lo-fi beats,15421,668,2,2,3,0.470588,0.5625,0,0.003021,662,829
2RTHRVmtTiMDjDCZIOO9wq,,,sftspkn,focus beats,2070,668,1,1,4,0.363636,0.4375,0,0.001654,662,829
3b0TLzX6FkeQvv9daBtFBe,,,Goson,lo-fi beats,4040,665,5,10,6,0.301587,0.47807,0.000003,0.006945,669,1327
3tbv8PcwIqfWdsgdGcWgdY,,,Oui Lele,lo-fi beats,12326,670,1,1,1,1,1,0,0.00103,650,797
