source,target,weight
3TVXtAsR1Inumwj472S9r4,4fxd5Ee7UefO4CUXgwJ7IP,1
3TVXtAsR1Inumwj472S9r4,4HzKw8XcD0piJmDrrPRCYk,6
0p4ViyfJUTW0IT4SCBLexf,3TVXtAsR1Inumwj472S9r4,1
3TVXtAsR1Inumwj472S9r4,3hcs9uc56yIGFCSy9leWe7,4
3KNIG74xSTc3dj0TRy7pGX,3TVXtAsR1Inumwj472S9r4,1
3TVXtAsR1Inumwj472S9r4,6jeg7JBX9J9097esK752iR,1
3TVXtAsR1Inumwj472S9r4,3nFkdlSjzX9mRTtwJOzDYB,2
3TVXtAsR1Inumwj472S9r4,4r63FhuTkUYltbVAg5TQnk,3
1zNqQNIdeOUZHb8zbZRFMX,3TVXtAsR1Inumwj472S9r4,1
3TVXtAsR1Inumwj472S9r4,7c0XG5cIJTrrAgEC3ULPiq,1
3TVXtAsR1Inumwj472S9r4,55Aa2cqylxrFIXC767Z865,10
3TVXtAsR1Inumwj472S9r4,4TEJudQY2pXxVHPE3gD2EU,1
13ubrt8QOOCPljQ2FL1Kca,17lzZA2AlOHwCwFALHttmp,12
1ooV8YZC1KbpEcrmI8WH0F,3TVXtAsR1Inumwj472S9r4,1
3TVXtAsR1Inumwj472S9r4,4q3ewBCX7sLwd24euuV69X,1
3TVXtAsR1Inumwj472S9r4,5ZS223C6JyBfXasXxrRqOk,1
2YZyLoL8N0Wb9xBt1NhZWg,3TVXtAsR1Inumwj472S9r4,3
0VRj0yCOv2FXJNP47XQnx5,0Y5tJX1MQlPlqiwlOH1tJY,31
0c173mlxpT3dSFRgMO8XPh,17lzZA2AlOHwCwFALHttmp,3
3TVXtAsR1Inumwj472S9r4,5OrB6Jhhrl9y2PK0pSV4VP,1
2iojnBLj0qIMiKPvVhLnsH,3TVXtAsR1Inumwj472S9r4,3
0fA0VVWsXO9YnASrzqfmYu,3TVXtAsR1Inumwj472S9r4,1
3TVXtAsR1Inumwj472S9r4,5pKCCKE2ajJHZ9KAiaK11H,8
1Xyo4u8uXC1ZmMpatF05PJ,3TVXtAsR1Inumwj472S9r4,3
0hCNtLu0JehylgoiP8L4Gh,3TVXtAsR1Inumwj472S9r4,16
1CoZyIx7UvdxT5c8UkMzHd,3TVXtAsR1Inumwj472S9r4,3
3TVXtAsR1Inumwj472S9r4,45a6gCQWq61lIUDmr1tKuO,3
3TVXtAsR1Inumwj472S9r4,3fMbdgg4jU18AjLCKBhRSm,1
0hCNtLu0JehylgoiP8L4Gh,3e7awlrlDSwF3iM0WBjGMp,1
1zNqDE7qDGCsyzJwohVaoX,3e7awlrlDSwF3iM0WBjGMp,4
3e7awlrlDSwF3iM0WBjGMp,6cK3NBO6uP7hh0oyuVELFl,1
0eecdvMrqBftK0M1VKhaF4,3e7awlrlDSwF3iM0WBjGMp,1
3e7awlrlDSwF3iM0WBjGMp,6TIYQ3jFPwQSRmorSezPxX,1
3e7awlrlDSwF3iM0WBjGMp,7c0XG5cIJTrrAgEC3ULPiq,1
3e7awlrlDSwF3iM0WBjGMp,7DMveApC7UnC2NPfPvlHSU,1
3e7awlrlDSwF3iM0WBjGMp,6Z4puj0KYgtcxJrVXKmvBX,1
2wIVse2owClT7go1WT98tk,3e7awlrlDSwF3iM0WBjGMp,1
3e7awlrlDSwF3iM0WBjGMp,6VuMaDnrHyPL1p4EHjYLi7,1
0XSz7OqyhKBKRq4ZU8WpAo,3e7awlrlDSwF3iM0WBjGMp,1
6jJ0s89eD6GaHleKKya26X,7hJcb9fa4alzcOq3EaNPoG,3
5yG7ZAZafVaAlMTeBybKAL,66CXWjxzNUsdJxJ2JdwvnR,3
0hCNtLu0JehylgoiP8L4Gh,66CXWjxzNUsdJxJ2JdwvnR,2
5gCRApTajqwbnHHPbr2Fpi,6jJ0s89eD6GaHleKKya26X,3
0TnOYISbd1XYRBk9myaseg,23zg3TcAtWQy7J6upgbUnj,2
0hCNtLu0JehylgoiP8L4Gh,2gsggkzM5R49q6jpPvazou,6
06HL4z0CvFAxyc27GXpf02,1RyvyyTE3xzB2ZywiAwp0i,3
4ryoUS0W8qXokfMxrlJt6O,6jJ0s89eD6GaHleKKya26X,1
0TnOYISbd1XYRBk9myaseg,3Yl4nkmEa8BSuGWbwhdLDq,2
12VaqyEhgwDRuFfEqbnrpz,4UXJsSlnKd7ltsrHebV79Q,1
4RVnAU35WRWra6OZ3CbbMA,4UXJsSlnKd7ltsrHebV79Q,1
5pKCCKE2ajJHZ9KAiaK11H,7CajNmpbOovFoOoasH2HaY,7
4STHEaNw4mPZ2tzheohgXB,5K4W6rqBFWDnAN6FQUkS6x,7
1Cs0zKBU1kc0i8ypK3B9ai,5pKCCKE2ajJHZ9KAiaK11H,1
21E3waRsmPlU7jZsS13rcj,5pKCCKE2ajJHZ9KAiaK11H,1
5pKCCKE2ajJHZ9KAiaK11H,7dGJo4pcD2V6oG8kP0tJRR,6
0QHgL1lAIqAw0HtD7YldmP,2EMAnMvWE2eb56ToJVfCWs,3
2HPaUgqeutzr3jx5a9WyDV,5pKCCKE2ajJHZ9KAiaK11H,1
5pKCCKE2ajJHZ9KAiaK11H,7tYKF4w9nC0nq9CsPZTHyP,1
4gzpq5DPGxSnKTe4SA8HAU,5pKCCKE2ajJHZ9KAiaK11H,3
1RyvyyTE3xzB2ZywiAwp0i,5pKCCKE2ajJHZ9KAiaK11H,1
0NWbwDZY1VkRqFafuQm6wk,5pKCCKE2ajJHZ9KAiaK11H,1
3Isy6kedDrgPYoTS1dazA9,5pKCCKE2ajJHZ9KAiaK11H,1
2SHhfs4BiDxGQ3oxqf0UHY,4sTQVOfp9vEMCemLw50sbu,1
2p1fiYHYiXz9qi0JJyxBzN,3dKjmeRZcSUw617CoMzEA0,1
2p1fiYHYiXz9qi0JJyxBzN,2tMOCIpxj6jwM9e6pmwGiP,1
2a0uxJgbvvIRI4GX8pYfcr,2p1fiYHYiXz9qi0JJyxBzN,1
2LakckgvXEtJlKOYP6BO11,2p1fiYHYiXz9qi0JJyxBzN,1
180XcSBai6RDpuElMcKk2v,2p1fiYHYiXz9qi0JJyxBzN,1
2p1fiYHYiXz9qi0JJyxBzN,4IZLJdhHCqAvT4pjn8TLH5,9
2p1fiYHYiXz9qi0JJyxBzN,3tVQdUvClmAT7URs9V3rsp,2
2p1fiYHYiXz9qi0JJyxBzN,4OPTZC24954HYBeHKeoLSc,1
2p1fiYHYiXz9qi0JJyxBzN,31lnFZEM6ysvjOx59VyxRE,2
2p1fiYHYiXz9qi0JJyxBzN,3S0tlB4fE7ChxI2pWz8Xip,1
2p1fiYHYiXz9qi0JJyxBzN,4pADjHPWyrlAF0FA7joK2H,1
039zhJoEkboZ8Ii6K40Fb6,2SrSdSvpminqmStGELCSNd,3
2p1fiYHYiXz9qi0JJyxBzN,7Ks3elJhSP20mD04lgiA68,1
0oJM3iJjMdzgsd4z5VHQvw,13sqxAHntdRq2aWVbuYmSg,10
2p1fiYHYiXz9qi0JJyxBzN,53Tazttwm8EIO8a8tI38QK,1
1jVgvfKynkRWY4SymwtOBS,1sLYZv95ZXwVfyGHan5w45,15
0lVH4ReyYkoPMxFDzCQSgO,2p1fiYHYiXz9qi0JJyxBzN,1
2p1fiYHYiXz9qi0JJyxBzN,7k6kjJwn24BmBPoBpoepcd,1
2RdwBSPQiwcmiDo9kixcl8,2p1fiYHYiXz9qi0JJyxBzN,1
2p1fiYHYiXz9qi0JJyxBzN,6LAhIgGsYJAEwmpQ8EEywM,1
2p1fiYHYiXz9qi0JJyxBzN,31IZdHrCZ5pRhLz4zBxN3o,3
2p1fiYHYiXz9qi0JJyxBzN,52Syw7gkGRePCAYvEY2X9D,1
60vX3zLcdKRXvKLITVh5Df,64ccradw8gAQn9gMQZmEha,2
2vJU4d2jRQb4zJJIQRkyDB,2wIVse2owClT7go1WT98tk,1
2AEEnr6Le5zHzBwpnlZSmq,60vX3zLcdKRXvKLITVh5Df,1
2SrSdSvpminqmStGELCSNd,6UCQYrcJ6wab6gnQ89OJFh,1
2SrSdSvpminqmStGELCSNd,7uMh23xWiuR7zsNkuNcm2G,1
1Naqgo0HMRoumRP0e2MXD9,2SrSdSvpminqmStGELCSNd,1
2SrSdSvpminqmStGELCSNd,3Y7RZ31TRPVadSFVy1o8os,1
2SrSdSvpminqmStGELCSNd,6Ip8FS7vWT1uKkJSweANQK,1
2SrSdSvpminqmStGELCSNd,2a0uxJgbvvIRI4GX8pYfcr,3
0cGUm45nv7Z6M6qdXYQGTX,13saZpZnCDWOI9D4IJhp1f,3
2SrSdSvpminqmStGELCSNd,7zJL978NtANOysfGY21ty6,1
1ooV8YZC1KbpEcrmI8WH0F,2SrSdSvpminqmStGELCSNd,1
2SrSdSvpminqmStGELCSNd,7JxnnwPLTjVyHHruCMpcJQ,1
0Tob4H0FLtEONHU1MjpUEp,2SrSdSvpminqmStGELCSNd,6
2SrSdSvpminqmStGELCSNd,4KGNjRvBeqS7wDrExXVN8a,1
2SrSdSvpminqmStGELCSNd,3ioAxZ3934Ju4KYyxPvIa1,3
0IB0VjX9NSrGX6PjCXGVcq,2SrSdSvpminqmStGELCSNd,1
0tJCNteqwm7LmRZ6KWr8GT,2SrSdSvpminqmStGELCSNd,4
0CkbPVBpOwwz9NPPglFKyq,2SrSdSvpminqmStGELCSNd,1
2SrSdSvpminqmStGELCSNd,3ijd7T9kkzgvfx1az6Z3wj,1
2SrSdSvpminqmStGELCSNd,6WjX4pepHwXa85B9KMk0PY,1
0T2sGLJKge2eaFmZJxX7sq,2SrSdSvpminqmStGELCSNd,1
2SrSdSvpminqmStGELCSNd,3S0tlB4fE7ChxI2pWz8Xip,3
208noPGY2GqJdxhq09SoSR,2SrSdSvpminqmStGELCSNd,1
2SrSdSvpminqmStGELCSNd,4kYGAK2zu9EAomwj3hXkXy,1
2SrSdSvpminqmStGELCSNd,4Rxn7Im3LGfyRkY2FlHhWi,1
2lolQgalUvZDfp5vvVtTYV,5z1VAFwT35EVvCp1XlZZuL,3
1eYhYunlNJlDoQhtYBvPsi,2lolQgalUvZDfp5vvVtTYV,1
0hEurMDQu99nJRq8pTxO14,2lolQgalUvZDfp5vvVtTYV,1
0h1zs4CTlU9D2QtgPxptUD,2lolQgalUvZDfp5vvVtTYV,1
1GxkXlMwML1oSg5eLPiAz3,2lolQgalUvZDfp5vvVtTYV,1
2lolQgalUvZDfp5vvVtTYV,6W1BHDF0T4a4KYcSwzD586,1
1l7ZsJRRS8wlW3WfJfPfNS,2lolQgalUvZDfp5vvVtTYV,1
2lolQgalUvZDfp5vvVtTYV,7jmTilWYlKOuavFfmQAcu6,1
2lolQgalUvZDfp5vvVtTYV,5xLSa7l4IV1gsQfhAMvl0U,1
2lolQgalUvZDfp5vvVtTYV,4jXfFzeP66Zy67HM2mvIIF,1
2QX8yUROOnWTSLFg4sZ9Gg,2lolQgalUvZDfp5vvVtTYV,3
2lolQgalUvZDfp5vvVtTYV,4iHNK0tOyZPYnBU7nGAgpQ,1
2lolQgalUvZDfp5vvVtTYV,7nwUJBm0HE4ZxD3f5cy5ok,1
2lolQgalUvZDfp5vvVtTYV,3PhoLpVuITZKcymswpck5b,1
2lolQgalUvZDfp5vvVtTYV,6Q192DXotxtaysaqNPy5yR,1
2lolQgalUvZDfp5vvVtTYV,6zFYqv1mOsgBRQbae3JJ9e,1
2lolQgalUvZDfp5vvVtTYV,4S9EykWXhStSc15wEx8QFK,1
5aIqB5nVVvmFsvSdExz408,6ngR3n1aQ7GLB5w46hqSWR,1
1385hLNbrnbCJGokfH2ac2,78sEozQOEJxzXegUuqRSgH,1
2gClsBep1tt1rv1CN210SO,6rlVhQqS15yJMO4DZqrq6I,3
3NJlQ88OdMORyyJsdCtQ7j,430byzy0c5bPn5opiu0SRd,1
0Kekt6CKSo0m5mivKcoH51,34bsUBJpRrFZQRZ15hYqMV,1
1AoIc5YFH0aSFc4mKqBEeB,2p1ajptgFozpil91yrYncQ,6
2MDkMAXgLEGJFogdR000Au,7y97mc3bZRFXzT2szRM4L4,1
0iqgjl0OG3z53PZVIB7ZyD,1Uff91EOsvd99rtAupatMP,1
1385hLNbrnbCJGokfH2ac2,6InUGCgdPwOIWXHUP3Xqq5,1
0Kekt6CKSo0m5mivKcoH51,6uzEfVDOARGZSMZffkz7nP,1
1C1x4MVkql8AiABuTw6DgE,1mlMBjVFn5oeZLAXHIM5no,3
1Uff91EOsvd99rtAupatMP,7JmDqds7Y1LRSWZVM8e0Og,1
1fUhTALoWXPL6PZSkKImY9,2p0UyoPfYfI76PCStuXfOP,1
436sYg6CZhNefQJogaXeK0,5Dl3HXZjG6ZOWT5cV375lk,3
5ihY290YPGc3aY2xTyx7Gy,5sYNU2X0Fvw3iAqWTqwWjz,1
2UqjDAXnDxejEyE0CzfUrZ,3G5zQYaRH9y6ruE4QnoITP,1
22jDZXnu8F1BNH63ujGkT3,7y97mc3bZRFXzT2szRM4L4,1
25Eab1kIY1gh0Yo1oV04G4,3NkjYttHnIbRubcPdtyvSL,1
0nTkbCsLXquVd1Dqtn1uBl,36BgOKslOMQpqjTGn9wSuY,3
4PdumqEAuo2EQzukVWnxa0,7jQSqBxct7Aa8b3GsZFkO4,1
0ebni9QrrWMvEgH40nOWZQ,2lYfWALsiEzeeHCsNQThTJ,6
1Uff91EOsvd99rtAupatMP,3Ka1nDpDzxDveEqUPzIeom,1
1iVYBsAuXpphPzqD1PQLKK,2wOqMjp9TyABvtHdOSOTUS,6
0kPxHt8yRxIlDOdkofstQV,6oMju2k42CyCb5ujkyRX17,3
1gyehD73iVuIYqL6Rltepc,1vMPiZo35cD5WuZgp6NO7I,3
5eY6Yc7jVMpdIXgUI2spLr,6MF58APd3YV72Ln2eVg710,1
25mbgceDJKxXGP8c5FmC83,2Oz3z7PPQUMU2KNYgcO1sA,3
62TD7509VQIxUe4WpwO0s3,6NUhQz7eAEsZvjEHTKHux9,6
0iqgjl0OG3z53PZVIB7ZyD,4JSWO1Pf2zV991fq64uAce,1
1QL7yTHrdahRMpvNtn6rI2,2Habwewg0ZpMr2YWSTANE9,1
4kVLtXuKJTE7SgYd2sQtaL,5jF2METFutHd3av3ITYTrL,1
2DO4p3CPDnInsJfg0jFfaF,2l4vGfFV7e46yO8lxfxR76,6
2fg5h5pzleqI4RjFopWroj,4FIlwjhmH0of3LcYC2V3Qj,3
2CMg8J0WjftvFR5zFbufVA,5Dl3HXZjG6ZOWT5cV375lk,6
19v0Cnq5D4SKom8SVlXhkw,2h9ZEx9DABEGQyZ5oij09G,1
2l4vGfFV7e46yO8lxfxR76,6NUhQz7eAEsZvjEHTKHux9,3
2mIU8f4NWYIEYkhE8gBkJq,5snw1wAyf91SXqRb7DiDX2,1
1OdITJSYADZMOPRSyXlb3c,6d81rjlV6r9u8qPMAjavRV,1
2QOIawHpSlOwXDvSqQ9YJR,2iV0Qpl8GsF2IDqFP9mwpj,3
19v0Cnq5D4SKom8SVlXhkw,652tly1eoAkKzhJ5z4LsEx,3
4O3ye8h9arB5PvQiOxM38p,7ncWTUsnXmNzgX5AYjmile,1
0bouHpX4JiuPnIfP2jFxRi,0mFblCBw0GcoY7zY1P8tzE,1
02U08GYoxomDe3lyEmMvNp,3iPWeMA0avSRKrPKcLaTDE,1
2fg5h5pzleqI4RjFopWroj,3KYehrHWNpYfNMpJe0kBML,3
1QL7yTHrdahRMpvNtn6rI2,3naY4Tq98GRh9K8xOsINyv,3
2qOmGTOq3DzslJlvx77kMR,3bAYWBSC170iRoa7KEJu5p,3
3kC7VaScP8y69rzg0vsswQ,7xB7TQUAeFWgqdkhGiArgZ,1
2iSn12gFykgv92aTvPiH4s,5aIqB5nVVvmFsvSdExz408,6
2hGh5VOeeqimQFxqXvfCUf,7qVvIFc9DktkAc0HKzRhNo,4
2hGh5VOeeqimQFxqXvfCUf,4F7Q5NV6h5TSwCainz8S5A,4
1pwr5rTWLVfqhvHfB7Reap,2hGh5VOeeqimQFxqXvfCUf,6
2hGh5VOeeqimQFxqXvfCUf,4PDpGtF16XpqvXxsrFwQnN,2
0kbYTNQb4Pb1rPbbaF0pT4,2hGh5VOeeqimQFxqXvfCUf,13
2aVHDjRHRM7dcFkGwahXLG,3IZrrNonYELubLPJmqOci2,1
0JSadiWcHiwpHQhq8DhXJl,0QWBkbHktK9RQYaMSZnZ01,28
2qc41rNTtdLK0tV3mJn2Pm,4Rx72ewRjxlDGiO6wPHpxe,1
0Lpr5wXzWLtDWm1SjNbpPb,4UjlFZPd9pYcyGhwdcrXvH,1
0M1UOBJZ9tcKJbrbnVlHZG,0kbYTNQb4Pb1rPbbaF0pT4,160
0kbYTNQb4Pb1rPbbaF0pT4,0vKbTTNdtagd8xiERj6Szb,10
0ZqhrTXYPA9DZR527ZnFdO,0kbYTNQb4Pb1rPbbaF0pT4,10
0kbYTNQb4Pb1rPbbaF0pT4,60ciIY5MouLc2Y9n34DJdA,2
0dtmYDbYpwcdHPBI1OJatT,74tNiaBNZ0L0B4bu0lF6r1,1
0cQbJU1aAzvbEmTuljWLlF,2X1VgNqQOiSbkyel3a9rjK,1
1l7ZsJRRS8wlW3WfJfPfNS,5xKp3UyavIBUsGy3DQdXeF,3
0jdE0ynq5zcnMeAn9XutIX,5vACdMa2kY7jHnlJwqYRKP,6
0GvUvYAa4rXdQt217NuE7o,0epMHcfPfSyf4QArBZCxWX,3
429bUEZe2Hq5QJvO2CmhLn,5pxK3XZDWU8RSTFgu7hRdl,1
2ANtgfhQkKpsW6EYSDqldz,36kkRaYrdhkQ9h3XVQ7qaR,1
0MvSBMGRQJY3mRwIbJsqF1,1lD1gnsIc9JLYOjKGWDBSI,36
5yVlXIvZfgyI6YyNE4cBsW,7vfydQ0nVBVgJ0ajs8EtRM,1
12Fk4SuKXPe97FaSVD6WHK,7FEzSfCBSOo0wAmdk9pQ6M,1
4zTPXx27j9bFvcnui3sRNI,7HUNjWo242UAVHZvj9zk4w,1
0Fa03NPFHRCV8aITqMKhCp,0nXwIc4NAbu2K881ealRDu,15
6ZLTlhejhndI4Rh53vYhrY,77tBvvyd6SD4Y9Um1xcbxP,2
1BwHztAQKypBuy5WBEdJnG,3pFCERyEiP5xeN2EsPXhjI,3
4LEiUm1SRbFMgfqnQTwUbQ,7bcbShaqKdcyjnmv4Ix8j6,1
06HL4z0CvFAxyc27GXpf02,4LEiUm1SRbFMgfqnQTwUbQ,1
4wrzxtBZw20ufDstKyTnnP,6VgPyGeGO86DztjK7GCYT3,1
1wRPtKGflJrBx9BmLsSwlU,2fMqTqiTxUDlmcOEPaQSsx,3
0y59o4v8uw5crbN9M3JiL1,6FtZhorjCMfkaVJ7kKdmq7,1
1wRPtKGflJrBx9BmLsSwlU,3tHD07u1ON4uHxmnT9rwqZ,3
0bRPtPZQkWHeG7MGk9eWlh,4f7KfxeHq9BiylGmyXepGt,10
1SyKki7JI1AZNKwgNMkn25,6WOdPJmexxFINcKMkP2jMG,1
0y59o4v8uw5crbN9M3JiL1,3tPQOjkxO3mrYrrgkTeXgH,1
12CpR4SNDzVIlDoPSeNFeW,1mYsTxnqsietFxj1OgoGbG,3
0j2LQCxHNcJdkuJRa8KEp5,3tPQOjkxO3mrYrrgkTeXgH,3
0y59o4v8uw5crbN9M3JiL1,1BYjhAClGpBTLZfics0VRZ,1
3gBKY0y3dFFVRqicLnVZYz,4f7KfxeHq9BiylGmyXepGt,3
0qpsFfOT3SmdGmnyV6rOhS,1tqysapcCh1lWEAc9dIFpa,3
0oOet2f43PA68X5RxKobEy,1mYsTxnqsietFxj1OgoGbG,1
4yxICw7joYAxRI2sTRldLB,5f4QpKfy7ptCHwTqspnSJI,3
1sVmXkzX2ukc6QvasrDBES,1tqysapcCh1lWEAc9dIFpa,3
15UQcr22jcc6DJjy3sLv3J,1mBydYMVBECdDmMfE2sEUO,6
0NZtn1Kyq08alpHCTRf3dv,4f7KfxeHq9BiylGmyXepGt,3
1sVmXkzX2ukc6QvasrDBES,4f7KfxeHq9BiylGmyXepGt,3
0T1CMVkqffHlqEk4BcAph1,1mBydYMVBECdDmMfE2sEUO,6
0y59o4v8uw5crbN9M3JiL1,1mBydYMVBECdDmMfE2sEUO,6
4ITkqBlf5eoVCOFwsJCnqo,56SjZARoEvag3RoKWIb16j,3
4f7KfxeHq9BiylGmyXepGt,7AKO4PWJ6ToZVUfA5xmsIY,1
3dN9MQpjIyNxyeRfz4EDZe,4YRxDV8wJFPHPTeXepOstw,3
0OS0NZnK7TGIAWx8MkWNFN,0mJDQBWytBhOh5JB1DOQ1c,6
3uOCouLFR4bVx0XeiQJSbl,7MSUfLeTdDEoZiJPDSBXgi,4
32ogthv0BdaSMPml02X9YB,7bPs6jf983f0bjRAt1yxDM,2
3e60RbgzDP7TN7UV7LRGEJ,6NXUwvUyluZOSTcYj8qe8F,1
2NzWRNaaLByHyI3wpuec8P,32WkQRZEVKSzVAAYqukAEA,1
2NzWRNaaLByHyI3wpuec8P,3P33qFNGBVXl86yQYWspFj,1
45kyLFJs5SIEqyzfVopuSc,5e4Dhzv426EvQe3aDb64jL,2
0hCNtLu0JehylgoiP8L4Gh,1Cs0zKBU1kc0i8ypK3B9ai,13
3bYcjbVAN3rAuU3TMzw2mB,5opRYqktzpMFqZ7jtnp7yy,2
3oehGAh6rLM6LFdzM7E7zM,4qWTqOdDnH56Qak9UjmpKz,4
39ZEMGRv3pIYTYKEhr4Abu,4C50EbCS11M0VbGyH3OfLt,1
2Kx7MNY7cI1ENniW7vT30N,2rDxtYUzTAYJJE3Bl3Z5IN,1
32aUoW94mJ7xTJI7fG0V1G,5IWCU0V9evBlW4gIeGY4zF,1
2xLEV2jDreAOcpJXFNoXyt,5IWCU0V9evBlW4gIeGY4zF,3
4LX0KCPnH7gvxEbVXqXmAE,4qKpLkR911SUlnd4HAtF79,1
0TeVWuc8Sw05X4Qkl3AA5r,5yXAFDZNUNyO92l5WTImkO,3
37BiX28I6pF104F92U1hDP,5zuqnTZOeJzI0N0yQ7XA7I,3
5IWCU0V9evBlW4gIeGY4zF,6fxk3UXHTFYET8qCT9WlBF,1
1FDE7zZ6jmP8HHb9ej3mek,1f3ubTd6eyxuy30ddDJQQa,30
102dPAntS5rtgPwkSZPB41,56GNqAFg9wJNTwcHsJhyS2,1
1TTfuOdEtj8lin2zR4OWmP,39vA9YljbnOApXKniLWBZv,1
7B2edU3Q7btJoNsoHCNohM,7FfxvcUIbQ1VxrApeoq8ql,1
5W5bDNCqJ1jbCgTxDD0Cb3,6emHCSoB4tJxTVXakbrpPz,1
1RryIbDjpwt00AKkSpCGvP,55fhWPvDiMpLnE4ZzNXZyW,2
06HL4z0CvFAxyc27GXpf02,1r1uxoy19fzMxunt3ONAkG,1
06HL4z0CvFAxyc27GXpf02,7gXy60xRcwYujBFoYHnR2O,2
2RQXRUsr4IW1f3mKyKsy4B,7rrTqtOUOwva4sgTx9C9F9,1
2uvY5pgdD9t1CZ5zMNw1rl,79hrYiudVcFyyxyJW0ipTy,1
1r1uxoy19fzMxunt3ONAkG,34482S5nfxR441wcnVfrHi,4
1cZQSpDsxgKIX2yW5OR9Ot,54tv11ndFfiqXiR03PwdlB,1
1EQiPk32D03HxHmExyCg9l,5PxCTrv3Y1xVACfngpt7D2,1
0rZp7G3gIH6WkyeXbrZnGi,2RzQznPCFWvnq3wBh0zzD2,2
2sG4zTOLvjKG1PSoOyf5Ej,5fIZHCg2de8322HZodBDWL,1
19OAtq7pNHnBRKJORFeahx,6jn7W8NuX94FWZyeGlyCaJ,1
0TytASn0kOZkCpjYTrXsBt,45fFrwMq6sPP5P4k1qqFi7,3
1n3X60xWCyL1zytSiKeu4D,4GLzX588I9R2vs0nTHhD6Z,2
0cncMmardvNmaTb9Jnq8w7,3SONlwqLIP2GtaMh9pLYe5,1
1dyGPAYZZHHW6WIqwKN5QF,5aIqB5nVVvmFsvSdExz408,1
1dyGPAYZZHHW6WIqwKN5QF,53pmIwVqcTM68qW6PVhjW2,6
0PFFKJfJZU5TbgQXIw8cBr,1I7oHjCjMrMUz66v67yJJu,2
2KsP6tYLJlTBvSUxnwlVWa,2XVvpzlWqk7Dmj8BgKx4k1,2
1d5nqaOa3PXgjrHv7hEQg4,1mHuZMOP8FG5ip4yAb1vrB,1
4phGZZrJZRo4ElhRtViYdl,6aZyMrc4doVtZyKNilOmwu,2
6eaKsv68njcrz5OjeQor5L,785rMkDH7JjOFN3NcBGDJM,2
3GBPw9NK25X1Wt2OUvOwY3,45lorWzrKLxfKlWpV7r9CN,8
28AyklUmMECPwdfo8NEsV0,6yJCxee7QumYr820xdIsjo,2
0nJaMZM8paoA5HEUTUXPqi,3DIk8KcmVKTr4uGw3AuCtJ,3
1EI0NtLHoh9KBziYCeN1vM,4M5nCE77Qaxayuhp3fVn4V,1
39NR3AUhpbbqKM33vWn2fp,6HhV0jtMMK5HYnYgG0xgtz,1
1e16kiJQtCTveTl7TQnkFN,4c4aEmXU6Hx95REbIZ3S82,1
1WrqUPWlHN5FXCRcQgrkas,6eU0jV2eEZ8XTM7EmlguK6,1
1YIpZOfyHXMUgUaxxxgbaC,62FaS5AarFCrus8LxSVKKW,1
2LXeJdQVcFkhkWydphLI74,5l2EAkfckNPYZbEDbQtEkO,1
1M3BVQ36cqPQix8lQNCh4K,2wJ4vsxWd7df7dRU4KcoDe,1
3Fud2i8WgXSZCVmi961lXm,3kRUvBTtkaTGxDczyLC4fU,6
2sG4zTOLvjKG1PSoOyf5Ej,3bYcjbVAN3rAuU3TMzw2mB,1
0z7Yuv7DuDQ5SaVn4VSlLt,3Aut8hgiqZSy2qmJluZMU9,2
54tv11ndFfiqXiR03PwdlB,7gW0r5CkdEUMm42w9XpyZO,1
2sG4zTOLvjKG1PSoOyf5Ej,2wY79sveU1sp5g7SokKOiI,1
2848adRcxvgWNRcz1g1tQD,5QeOEXfGjdzdEsUOHODPCw,1
167VlZ0C0ewQbgKexRFcs6,6fxk3UXHTFYET8qCT9WlBF,2
08DRTASY1wyduMevINkClA,7J2lZBANizgPNfUzux31PV,1
4DBi4EYXgiqbkxvWUXUzMi,4LX0KCPnH7gvxEbVXqXmAE,1
244AFgFclA9c1IcjWOAqoV,6P6SqdQjXIzTWKj5QBWliY,2
0z7Yuv7DuDQ5SaVn4VSlLt,6AnrSlk5Gp1YMXgaI3mWCL,1
44NX2ffIYHr6D4n7RaZF7A,6AnrSlk5Gp1YMXgaI3mWCL,1
4sD9znwiVFx9cgRPZ42aQ1,6AnrSlk5Gp1YMXgaI3mWCL,1
2ZYIql5vmxtz3LbDLIaWo9,72RvmgEg2omdlMV9aExO6a,3
25W55yzID8F5bRKG8Zg2IA,50SDcJ4wO9jS355IoJc7O9,1
3QDaXfnxfQqqJQK5lSdjLN,5udgy2xk333j33hKnwDz8O,1
2k8aGdvE3NAchqmiplJANn,7bsyET4aRFBJ9dOtGeHCX5,1
6nFBonVf7Lqaj05R0v5VGJ,7bsyET4aRFBJ9dOtGeHCX5,1
0bc7dhY6YXL35m1G0jVwuW,0uNC9XuH437fKCCMuzvSks,1
4NEA48c6ajydrRzCbyll3M,4UEb5ZsSyDWMAiBuOeKA6W,3
1UQRtt7eHW6Bt4INNTUtb3,7B2edU3Q7btJoNsoHCNohM,1
0rZp7G3gIH6WkyeXbrZnGi,7fnMav7xXJwwjbyWbSjF4C,1
48dgx7iGqLQ3E5KO3pzd94,7uLXW75DlTRahz2WKJZGeO,1
41AscmNq0sWTYo4gRCp21k,6DWp3hFGq7c3nyQ3AT7RDF,2
0hEurMDQu99nJRq8pTxO14,3qnGvpP8Yth1AqSBMqON5x,1
5fM9asFPJ7skVt3GHrryM0,6DWp3hFGq7c3nyQ3AT7RDF,1
5XMyhVhi5ZN2pi0Qwi1zXS,69hGavzu5tphYU1EIY0yEg,1
