source,target,weight
3ipn9JLAPI5GUEo4y4jcoi,3s2wTjWxK8NOX09dmsvVOh,3
2Xu7q46Hf02xOoEIm4E1Qs,3zTOe1BtyTkwNvYZOxXktX,2
07VmOvmuBp9G0gb8BTrpn0,0k7Xl1pqI3tu8sSEjo5oEg,3
0z4gvV4rjIZ9wHck67ucSV,4yBK75WVCQXej1p04GWqxH,1
3ciRvbBIVz9fBoPbtSYq4x,44PA0rCQXikgOWbfY7Fq7m,2
21AUdblPrTRzkvJn8FGrlk,23LbwefIODbyGdRbAz3urj,1
0Njy6yR9LykNKYg9yE23QN,5f7VJjfbwm532GiveGC0ZK,1
3tJoFztHeIJkJWMrx0td2f,4DdkRBBYG6Yk9Ka8tdJ9BW,7
0VRj0yCOv2FXJNP47XQnx5,0YinUQ50QDB7ZxSCLyQ40k,3
0NbfKEOTQCcwd6o7wSDOHI,20sxb77xiYeusSH8cVdatc,6
0Y5tJX1MQlPlqiwlOH1tJY,5f7VJjfbwm532GiveGC0ZK,3
4O15NlyKLIASxsJ0PrXPfz,7rkW85dBwwrJtlHRDkJDAC,1
0Y4inQK6OespitzD6ijMwb,3tJoFztHeIJkJWMrx0td2f,1
0ErzCpIMyLcjPiwT4elrtZ,0WK3H9OErSn5zKOkOV5egm,3
08PvCOlef4xdOr20jFSTPd,77gMBvQ2frbQAPyCeoYGm7,1
45gHcnDnMC15sgx3VL7ROG,4yBK75WVCQXej1p04GWqxH,3
50co4Is1HCEo8bhOyUWKpn,5f7VJjfbwm532GiveGC0ZK,1
4yBK75WVCQXej1p04GWqxH,5oNgAs7j5XcBMzWv3HAnHG,1
1iwUuIOKYjV7SKIg27v4zi,3hcs9uc56yIGFCSy9leWe7,1
0A0FS04o6zMoto8OKPsDwY,1bAftSH8umNcGZ0uyV7LMg,3
0VRj0yCOv2FXJNP47XQnx5,35sCXuy5gN6Or69rZ9vqBs,3
3KNIG74xSTc3dj0TRy7pGX,6vXTefBL93Dj5IqAWq6OTv,1
0QHgL1lAIqAw0HtD7YldmP,1RyvyyTE3xzB2ZywiAwp0i,6
1ZbmerOthZbxz5eR3c9Mn1,46SHBwWsqBkxI7EeeBEQG7,1
2YZyLoL8N0Wb9xBt1NhZWg,46SHBwWsqBkxI7EeeBEQG7,1
14CHVeJGrR5xgUGQFV5BVM,2tIP7SsRs7vjIcLrU85W8J,1
0QHgL1lAIqAw0HtD7YldmP,37hAfseJWi0G3Scife12Il,3
3hcs9uc56yIGFCSy9leWe7,4kYSro6naA4h99UJvo89HB,3
181bsRPaVXVlUKXrxwZfHK,5F1aAS1duwlzExnPs3l2Xe,1
0Y5tJX1MQlPlqiwlOH1tJY,1RyvyyTE3xzB2ZywiAwp0i,4
0cGUm45nv7Z6M6qdXYQGTX,7wlFDEWiM5OoIAt8RSli8b,1
3KV3p5EY4AvKxOlhGHORLg,5f7VJjfbwm532GiveGC0ZK,1
0hCNtLu0JehylgoiP8L4Gh,7wlFDEWiM5OoIAt8RSli8b,1
2LIk90788K0zvyj2JJVwkJ,55Aa2cqylxrFIXC767Z865,1
3zZ88AwlTwfCJkowsFCvLA,5YHM0i7v5TqqibZhS0YiuX,1
3ilw3NJXRWd153LIBsme1z,4pQcWzOMSmmz5DK6TqO2FL,3
3a1tBryiczPAZpgoZN9Rzg,75VKfyoBlkmrJFDqo1o2VY,1
0rskhjcLm5BxjwZDRs4142,6Z9Xe5mjocmPOhz2TLNrAi,1
0rskhjcLm5BxjwZDRs4142,379IT6Szv0zgnw4xrdu4mu,15
3DNCUaKdMZcMVJIS7yTskd,4QSTyDpxsKmv3UfavVUImR,6
3ONGmday8YN8AkbsRk01iL,408vMm7y1227ASq7GmWygZ,4
1bNjWBFWsAAzZSR59lRdpR,2SuwWqS2g4w2GSE4lxD1UM,1
1QIghPIrXQQ22G1yNtAKFX,2gzWmhOZhDN6gXL49JW9qj,1
0Y3agQaa6g2r0YmHPOO9rh,4JM1zsVj1pt38Q8mhv5teI,1
0Y3agQaa6g2r0YmHPOO9rh,5Jv1MsZBh0sqokFq7pU8Xg,1
1X6cBGnXpEpN7CmflLKmLV,6IhG3Yxm3UW98jhyBvrIut,1
3zaDigUwjHvjOkSn0NDf9x,5Jv1MsZBh0sqokFq7pU8Xg,1
4tIKaxUmpXzshok2yCnwdf,5yOvAmpIR7hVxiS6Ls5DPO,1
6eUKZXaKkcviH0Ku9w2n3V,75VKfyoBlkmrJFDqo1o2VY,2
0ABk515kENDyATUdpCKVfW,67ei8ib6PLT1w3OkhIb4fB,1
0YWxKQj2Go9CGHCp77UOyy,7e10JUMF7MJmmwYpnTSMI5,1
0ONHkAv9pCAFxb0zJwDNTy,0Y4inQK6OespitzD6ijMwb,1
5Matrg5du62bXwer29cU5T,6fXIxRAaELsPMPhSkuV54J,1
0ABk515kENDyATUdpCKVfW,13ubrt8QOOCPljQ2FL1Kca,3
6X8WdFjrNhXATMDSs26aCc,6q3p11nP1p80Ey6LrOOSed,1
0qLTeI81hEhEK1PK3WOf77,3ZMur3elMyOs248ah86NRk,1
20qISvAhX20dpIbOOzGK3q,4vQLu6vYK0hp8k0fsAzsU8,1
28UDeKu2FPrU0T7dpUiSGY,5nSAh3wlH7VaqpnkiMjzDs,1
0OV6SkCcoRHlz2uaCo0PG9,2ExGrw6XpbtUAJHTLtUXUD,1
0hCNtLu0JehylgoiP8L4Gh,4SGo67MJz6DdsjzaRZ4OD7,1
2yHxc12dEUiLXNeqUadxBh,4SGo67MJz6DdsjzaRZ4OD7,1
59HbaJ5E8ud7FNLGqUN1KH,62DmErcU7dqZbJaDqwsqzR,3
2FgooFaZzZy6PUyJImk0kG,62DmErcU7dqZbJaDqwsqzR,1
3gwIlS9NOwBgwV3RfQIYiR,4SGo67MJz6DdsjzaRZ4OD7,1
2HPaUgqeutzr3jx5a9WyDV,3TVXtAsR1Inumwj472S9r4,6
10jSImvLGufcMdETaNGvsv,2ExGrw6XpbtUAJHTLtUXUD,1
2ExGrw6XpbtUAJHTLtUXUD,2Gzy8TYJ5xrEMDyUjZuDsK,1
0wEvWMQRqaXcgnrZv6KtyL,3Isy6kedDrgPYoTS1dazA9,6
30hElzuHCZ1qzCl364SHma,5Xi3NfsVBIEbaWVUfBTy39,1
0IHg6uUuIes2nxFoT0otpr,2T5FHRvBN0LYvlvDoU89dS,1
30hElzuHCZ1qzCl364SHma,5os0Ltvz8Q8BvXOPOd1frx,1
0g9vAlRPK9Gt3FKCekk4TW,5wUzuAKoHT2ItLdgAfa8sG,1
0NbfKEOTQCcwd6o7wSDOHI,6XpXnnKHIhCOUbOLOJGe6o,1
1l61CX1j6go8arTjPH9wy0,3KV3p5EY4AvKxOlhGHORLg,1
5usbqiU7sjvszjWecANDL6,6NL31G53xThQXkFs7lDpL5,3
1cutd8e41XvxXnFPOFIxMD,22hWz22JAmIhIEp0u1X01L,1
1Yss4ClgrS9sIprNlq5O3l,28ExwzUQsvgJooOI0X1mr3,1
0p4ViyfJUTW0IT4SCBLexf,1yI0tX9OnfOx9siPj8KNOO,1
0jAP1TzUaPmRmcB5j1FMs3,1m3X5E8NvaHIKLTk1xf2af,1
02kJSzxNuaWGqwubyUba0Z,0euYOLFecgeOBTuMewENL0,6
10R4IEMALwGnHJVPEoumW5,3crnzLy8R4lVwaigKEOz7V,1
3XVpDdKav6C6zwlDXPhMEO,4TYOMrAFzxu8wO0yLIpOm4,1
6kQWPGBItT0oMCHZy3M9DN,7c0XG5cIJTrrAgEC3ULPiq,1
0NbfKEOTQCcwd6o7wSDOHI,757aE44tKEUQEqRuT6GnEB,1
2hlmm7s2ICUX0LVIhVFlZQ,5f7VJjfbwm532GiveGC0ZK,1
2LIk90788K0zvyj2JJVwkJ,7jVv8c5Fj3E9VhNjxT4snq,2
3TVXtAsR1Inumwj472S9r4,5f7VJjfbwm532GiveGC0ZK,3
13ubrt8QOOCPljQ2FL1Kca,2p1fiYHYiXz9qi0JJyxBzN,4
08Ld63UgKrJ0nZnCkzHtzc,1URnnhqYAYcrqrcwql10ft,3
20sxb77xiYeusSH8cVdatc,3TVXtAsR1Inumwj472S9r4,3
4r63FhuTkUYltbVAg5TQnk,757aE44tKEUQEqRuT6GnEB,1
0YinUQ50QDB7ZxSCLyQ40k,757aE44tKEUQEqRuT6GnEB,1
1vyhD5VmyZ7KMfW5gqLgo5,4kYSro6naA4h99UJvo89HB,3
2YZyLoL8N0Wb9xBt1NhZWg,5SXuuuRpukkTvsLuUknva1,2
1RyvyyTE3xzB2ZywiAwp0i,2hlmm7s2ICUX0LVIhVFlZQ,6
3TVXtAsR1Inumwj472S9r4,6oMuImdp5ZcFhWP0ESe6mG,1
0QHgL1lAIqAw0HtD7YldmP,3hcs9uc56yIGFCSy9leWe7,3
13y7CgLHjMVRMDqxdx0Xdo,4nZmMrwH6LxHnCzQv4IFUE,6
13y7CgLHjMVRMDqxdx0Xdo,3OoC54nEM3Xl7Kn5hsDdpg,1
1YfEcTuGvBQ8xSD1f53UnK,5FkUhnHQ0KC63549LHHtst,1
2OjTwiWZJUuKNcNRPC0VTE,3A63dHvKuavknOcvWVgZA9,1
0IN0wP9ki18ys6EW4OtoQJ,5Juzk12OF6455izbnUr10x,1
1Sz0VZ2PxcZPD2qRIX9GSK,34Y0ldeyUv7jBvukWOGASO,2
1pPmIToKXyGdsCF6LmqLmI,6Av6GMCOznZIlHuNcBWgf4,1
17lzZA2AlOHwCwFALHttmp,43khwEflLhLeFZ6gx8QIzc,1
0tPjSrb43a58uznKru1k2P,3XRvpMCFnLf5pF3uiiuLfY,1
31W5EY0aAly4Qieq6OFu6I,5pnbUBPifNnlusY8kTBivi,3
4cSobXLXhJMHYUZvBMuQFG,6BH1xcDkwbbyrLMUKECsW1,1
2JSwnwAT1BupAQkhqcRCUw,3bOV7IH0Lb13ifOUrwACa7,1
31W5EY0aAly4Qieq6OFu6I,757aE44tKEUQEqRuT6GnEB,1
14ejEUaU0wE2iAenbbv9b8,3kf0gOpxWtkyeMNJVDQPtd,1
46SHBwWsqBkxI7EeeBEQG7,53S3boqktbqiB1JfHzsu1f,1
0YWxKQj2Go9CGHCp77UOyy,6AMa1VFQ7qCi61tCRtVWXe,1
4ubKsFJjMgWkARG6w2Qlv8,7e10JUMF7MJmmwYpnTSMI5,1
0JfrGVffhKwF36QHW9HXOL,4JhbRL6zaItAyzqx4gHTqz,1
4mwdnO2jZrMmMVrjcHsZBv,6U3ybJ9UHNKEdsH7ktGBZ7,1
4Gso3d4CscCijv0lmajZWs,5SXuuuRpukkTvsLuUknva1,3
4vGrte8FDu062Ntj0RsPiZ,5IbEL2xjRtKsunfmsahLuO,1
1ybINI1qPiFbwDXamRtwxD,4O15NlyKLIASxsJ0PrXPfz,1
3hcs9uc56yIGFCSy9leWe7,6U3ybJ9UHNKEdsH7ktGBZ7,1
1anyVhU62p31KFi8MEzkbf,2P5sC9cVZDToPxyomzF1UH,1
0RESbWvOMyua0yuyVrztJ5,6fxyWrfmjcbj5d12gXeiNV,1
1anyVhU62p31KFi8MEzkbf,27w1NoOLMX7tJMYqcetPyG,3
0fA0VVWsXO9YnASrzqfmYu,6U3ybJ9UHNKEdsH7ktGBZ7,6
1MEkNy8o7kUgle1Yrru6MH,6Xgp2XMz1fhVYe7i6yNAax,1
2OaHYHb2XcFPvqL3VsyPzU,4E2rKHVDssGJm2SCDOMMJB,1
3YYbAExunnHv5pW7GUZefk,7CGSp2GbiOpLPSq61qjxf8,1
6aiFCgyKNwF9Rv5TOxnE8E,6fxyWrfmjcbj5d12gXeiNV,1
3jk39CGeaaSO3FPKNx1RUx,6I3MElirhT5t6Kf7p0hGk9,1
13ubrt8QOOCPljQ2FL1Kca,2dBj3prW7gP9bCCOIQeDUf,6
181bsRPaVXVlUKXrxwZfHK,3MdXrJWsbVzdn6fe5JYkSQ,1
1nsdnHv49z0H5oPj3sJ3to,2SXhbucehn00OBVKhzxDyM,3
1DGAqC29aw0FpJCejAehVk,1nsdnHv49z0H5oPj3sJ3to,6
08PvCOlef4xdOr20jFSTPd,2NfwGBr2swqZ1rzE3kAV23,3
1URnnhqYAYcrqrcwql10ft,3MdXrJWsbVzdn6fe5JYkSQ,1
2SXhbucehn00OBVKhzxDyM,6X94tEGcPVz8dyYUZqUHWj,3
0hCNtLu0JehylgoiP8L4Gh,6AMd49uBDJfhf30Ak2QR5s,1
5cj0lLjcoR7YOSnhnX0Po5,6cK3NBO6uP7hh0oyuVELFl,5
2sflbTtCirog5VxD6jPAfb,6R6EfP43F8ZuMcilsE4zs7,1
0jL5A3JBu46MsYrr5JMPuT,3IhYHKVt0Q9vxCCwiCHahR,1
08PvCOlef4xdOr20jFSTPd,2sflbTtCirog5VxD6jPAfb,1
3wcj11K77LjEY1PkEazffa,6Ip8FS7vWT1uKkJSweANQK,1
46MWeeHNVMYRIIofQBEX98,6vWDO969PvNqNYHIOW5v0m,1
3tVQdUvClmAT7URs9V3rsp,687cZJR45JO7jhk1LHIbgq,1
0iqznAW9pzZ7KOjx8aCMWo,7BIkk865pwBrSZetA8Izic,1
3TVXtAsR1Inumwj472S9r4,687cZJR45JO7jhk1LHIbgq,1
1vyhD5VmyZ7KMfW5gqLgo5,4TAoP0f9OuWZUesao43xUW,4
2f9ZiYA2ic1r1voObUimdd,687cZJR45JO7jhk1LHIbgq,3
2RdwBSPQiwcmiDo9kixcl8,3Qh89pgJeZq6d8uM1bTot3,12
1CoZyIx7UvdxT5c8UkMzHd,3wcj11K77LjEY1PkEazffa,1
1CoZyIx7UvdxT5c8UkMzHd,66Ok6bgC570sHkw08N20pZ,1
2wY79sveU1sp5g7SokKOiI,3wcj11K77LjEY1PkEazffa,1
2p1fiYHYiXz9qi0JJyxBzN,5zfEatKLDdRkgbw6sdLBAQ,1
3tVQdUvClmAT7URs9V3rsp,3wcj11K77LjEY1PkEazffa,1
1uNFoZAHBGtllmzznpCI3s,3tVQdUvClmAT7URs9V3rsp,3
6jGMq4yGs7aQzuGsMgVgZR,6l3HvQ5sa6mXTsMTB19rO5,3
42q0rYXtR561ypg1Fcw1PI,6vWDO969PvNqNYHIOW5v0m,3
2SrSdSvpminqmStGELCSNd,3wcj11K77LjEY1PkEazffa,4
0Y3agQaa6g2r0YmHPOO9rh,687cZJR45JO7jhk1LHIbgq,6
46pWGuE3dSwY3bMMXGBvVS,7bXgB6jMjp9ATFy66eO08Z,1
2a0uxJgbvvIRI4GX8pYfcr,3wcj11K77LjEY1PkEazffa,2
1uNFoZAHBGtllmzznpCI3s,5yOvAmpIR7hVxiS6Ls5DPO,5
4qYpTEJThZ8FC8KzyFrSWW,6Ip8FS7vWT1uKkJSweANQK,1
6M6XXCcO5gI68XpIlrUL3Z,6UCQYrcJ6wab6gnQ89OJFh,1
0z4gvV4rjIZ9wHck67ucSV,1Cs0zKBU1kc0i8ypK3B9ai,4
1sSt1DqqqFLkPwfrqafVyn,3WTrdbZU99dgTtt3ZkyamT,1
4qYpTEJThZ8FC8KzyFrSWW,5Req3092u4LKlAcv6kZALj,10
3QJzdZJYIAcoET1GcfpNGi,3tVQdUvClmAT7URs9V3rsp,1
0Y3agQaa6g2r0YmHPOO9rh,2IK173RXLiCSQ8fhDlAb3s,1
3wcj11K77LjEY1PkEazffa,4obzFoKoKRHIphyHzJ35G3,1
4HzKw8XcD0piJmDrrPRCYk,6pOz4M7D8ENqfLSFvciEuV,1
4IVAbR2w4JJNJDDRFP3E83,5yOvAmpIR7hVxiS6Ls5DPO,1
6eXZu6O7nAUA5z6vLV8NKI,6l7R1jntPahGxwJt7Tky8h,1
31Ua7zSTJxegjyd49ujbSA,4eQGLO5ExQniSLvj5NjW6m,1
2IK173RXLiCSQ8fhDlAb3s,3tVQdUvClmAT7URs9V3rsp,6
0Y3agQaa6g2r0YmHPOO9rh,57LYzLEk2LcFghVwuWbcuS,1
0Y3agQaa6g2r0YmHPOO9rh,4v6XOdonnfpdTKTRJArG7v,1
4QorJVeBcR8p3rOveZtpSk,5me0Irg2ANcsgc93uaYrpb,3
1fctva4kpRbg2k3v7kwRuS,46pWGuE3dSwY3bMMXGBvVS,1
1gWjcmBsveEYMxOZ0VRi32,2a0uxJgbvvIRI4GX8pYfcr,1
3wcj11K77LjEY1PkEazffa,3zaDigUwjHvjOkSn0NDf9x,1
2IK173RXLiCSQ8fhDlAb3s,7gU9VyFRN3JWPJ5oHOil60,2
2IK173RXLiCSQ8fhDlAb3s,7aFTOGFDEqDtJUCziLVsVC,1
46pWGuE3dSwY3bMMXGBvVS,4Xi6LSfFqv26XgP9NKN26U,1
0Y3agQaa6g2r0YmHPOO9rh,3Isy6kedDrgPYoTS1dazA9,3
16rCzZOMQX7P8Kmn5YKexI,3wcj11K77LjEY1PkEazffa,1
46pWGuE3dSwY3bMMXGBvVS,4IVAbR2w4JJNJDDRFP3E83,10
1vyhD5VmyZ7KMfW5gqLgo5,2p1fiYHYiXz9qi0JJyxBzN,1
46pWGuE3dSwY3bMMXGBvVS,5ITI6SEoUZMIXXkzCfr4oE,3
18CJ8k3h2Rggioow01dlwP,1bNjWBFWsAAzZSR59lRdpR,10
3RThWxnHbyN5Hvkr66eYj7,4rDcfb3TEWyx0BKdzKG24I,3
245PKF3hKjtxJKIG153kF0,5Lz5CnywFeg4Rs4l76OtG2,1
1JhiIIXT9DWqEU3BYFZwGA,6WandyxeDxlcOTwxtnTKP4,1
1ueFyDvrq8tCjAd6x8AVxD,2GUw9Wzha61PkZoRVv1PDD,1
2cAXhrWAztXGwk6r15ibW2,6kTaghFWmvBbtenJUJks6h,1
0w6YVGViQHcgC3eyc8LxUv,1B0155rdv175D1tQ8VH7Oy,6
3PgEvPJKRuil74QPX8wtXY,4PR77KtW5drJXCsqcyfuzJ,1
0seIM4z37CkUcsuu7kpzF9,6blEmsLU25ewy8hHtgZaSL,1
37gTAIe8kJ5xGtkJLsfFgP,6bmGjHSXH8rPaZ2iQhgNQ0,1
1MP7xlABJ13LtmHfG77SCJ,4l43uAIHyF5VzgonMKVkg7,1
1FgsVeOhRYuSw2ghkIXV0A,4iDroUFo89Y7YBsdDTBmTD,1
1vwwjIPFeYoRfAUCqqO6cZ,6TIYQ3jFPwQSRmorSezPxX,1
4O15NlyKLIASxsJ0PrXPfz,6trIghKwHRUyxwvm66HLHH,2
1Cd373x8qzC7SNUg5IToqp,6TLwD7HPWuiOzvXEa3oCNe,1
2VSHKHBTiXWplO8lxcnUC9,2cFrymmkijnjDg9SS92EPM,1
3GYvf7puxwkr51EYoD9E7D,4o0pNHbyj36LPvukNqEug0,1
0YhUSm86okLWldQVwJkLlP,6oFs3qk4VepIVFdoD4jmsy,1
3N8Hy6xQnQv1F1XCiyGQqA,64EHXDoln95lnccszdPum0,1
3u6lPufHw4Oww6D88rv6sB,6RcxmUOBnyAQr2rRsNfQI5,1
01aC2ikO4Xgb2LUpf9JfKp,5svDnd8joFhbpbA3Ar0CfN,1
0L5fC7Ogm2YwgqVCRcF1bT,7CGoviGsNXYmGOBkXk8dtW,1
0yb46jwm7gqbZXVXZQ8Z1e,6VDdCwrBM4qQaGxoAyxyJC,1
4LAz9VRX8Nat9kvIzgkg2v,6s22t5Y3prQHyaHWUN1R1C,1
1GmsPCcpKgF9OhlNXjOsbS,6Lx82nbEVfeTfEa4yT01Jo,2
1pLZeUSXJwVVJSPhmBSwf6,5gw5ANPCVcxU0maLiGRzzP,1
0NIPkIjTV8mB795yEIiPYL,3l0CmX0FuQjFxr8SK7Vqag,1
0SrIPejckovMwhrN3MZFPB,6s22t5Y3prQHyaHWUN1R1C,1
4Ui2kfOqGujY81UcPrb5KE,6fLrPFLWLSCrp7gcTZXcKb,1
0pCNk4D3E2xtszsm6hMsWr,3NPpFNZtSTHheNBaWC82rB,3
07EcmJpfAday8xGkslfanE,7uwY65fDg3FVJ8MkJ5QuZK,1
2mV8aJphiSHYJf43DxL7Gt,5NyCIBCeU080ynEj33S4hC,1
0Tcr6t5uyvDgOuNPCD36A3,1FgsVeOhRYuSw2ghkIXV0A,1
3RMHexittaAZkf8zukkZB8,5V46QXboFTCK5MP40SwVRK,1
54tv11ndFfiqXiR03PwdlB,7vtSUU3zpHeYJfX6BPNrJd,1
3ShGiAyhxI6Rq3TknZ3gfk,6VDdCwrBM4qQaGxoAyxyJC,1
1FgsVeOhRYuSw2ghkIXV0A,4OkceeWNJehKqXINqtVeX1,1
09NAbswyxDbzblZovO1XcQ,4quStFmDD9EH5uSJQz4oLS,3
2x7EATekOPhFGRx3syMGEC,3jOstUTkEu2JkjvRdBA5Gu,3
2x7EATekOPhFGRx3syMGEC,4ug3P1K8BaCdJXROrqHqhu,1
11dABkjSoOjcP9p3TFSNRj,2YqJwmohaNjg9lg51flSax,1
1A0WloDoRE88uUwo3wensY,7B76SsfzG0wWk1WEvGzCmY,1
24XtlMhEMNdi822vi0MhY1,2cAXhrWAztXGwk6r15ibW2,3
1W2Fv4YUnjC8hx2qQd6fGh,7FngGIEGgN3Iwauw1MvO4P,1
3QaxveoTiMetZCMp1sftiu,5aYyPjAsLj7UzANzdupwnS,1
3rWZHrfrsPBxVy692yAIxF,6TIYQ3jFPwQSRmorSezPxX,1
2hmePXeTr2b7cdRAtRjvPq,4RddZ3iHvSpGV4dvATac9X,1
1A0WloDoRE88uUwo3wensY,1m2wYIvVYvhEnvdaOJbIfT,1
0p4nmQO2msCgU4IF37Wi3j,6TIYQ3jFPwQSRmorSezPxX,1
2hmePXeTr2b7cdRAtRjvPq,5Vp7LqcfAtx2U1RfIX8i7r,1
6TIYQ3jFPwQSRmorSezPxX,6Y64EaNqpqcZYTgs4c76gF,1
3rWZHrfrsPBxVy692yAIxF,6Ad91Jof8Niiw0lGLLi3NW,1
0wOej91SVqB1zcYkW6xUtA,46gyXjRIvN1NL1eCB8GBxo,1
24qqDoA4BBXVnPOdHBjT54,4exLIFE8sISLr28sqG1qNX,2
0vRvGUQVUjytro0xpb26bs,4iDroUFo89Y7YBsdDTBmTD,1
1294QqYm1VuxxjRiL9M0h9,6ASri4ePR7RlsvIQgWPJpS,3
6Y64EaNqpqcZYTgs4c76gF,7502fDxg339jvGV08Jd4R0,1
1B0155rdv175D1tQ8VH7Oy,3Wcyta3gkOdQ4TfY0WyZpu,1
4exLIFE8sISLr28sqG1qNX,4iDroUFo89Y7YBsdDTBmTD,1
3u2R8st1bb6zfBqNWceRXG,44Ewva5aHOX00EwaX2D2mh,1
0uGk2czvcpWQA383Im6ajf,5MjcGshMggPgIHinIUDaX0,1
1p6CdzJRoicjRcSdWoB9Qc,1qqdO7xMptucPDMopsOdkr,1
0MfC3pip8rY8OFLJVVNvBO,4UXqAaa6dQYAk18Lv7PEgX,6
3u2R8st1bb6zfBqNWceRXG,4exLIFE8sISLr28sqG1qNX,1
4exLIFE8sISLr28sqG1qNX,5ObBtv5VunwwhQaXXnUrsM,2
0pwyD6DhbFWn8uVSz2Fr0w,6yhD1KjhLxIETFF7vIRf8B,1
1iH2Yx2Ea0kZ0zKI3Nlk30,2mAAO54PkHr3NjdlRpzEDl,1
6PAt558ZEZl0DmdXlnjMgD,6ZLTlhejhndI4Rh53vYhrY,1
1caBfBEapzw8z2Qz9q0OaQ,3hE8S8ohRErocpkY7uJW4a,1
4HrkLxQHZ5mgCtIVpiH5QX,7cNNNhdJDrt3vgQjwSavNf,1
32Jb1X3wSmmoHj2epZReZA,4vGrte8FDu062Ntj0RsPiZ,1
0eGh2jSWPBX5GuqIHoZJZG,6dOCTX1ATvti0d4uaxwlO3,1
02uYdhMhCgdB49hZlYRm9o,2OCAyLpPne0X14kjvE535s,1
6B5c4sch27tWHAGdarpPaW,6lBam1B1t8wpnH7pJHWnj6,1
1MP7xlABJ13LtmHfG77SCJ,28XopU8Uw6D6Wl7rIgCVNE,1
1Tsag5J854qxeOo2apszug,7FngGIEGgN3Iwauw1MvO4P,1
0uGk2czvcpWQA383Im6ajf,1oPEr1Ci8sWOYj8SSh2VPE,1
69Iibc3uQ7x2vDeZxTwKCw,7mnBLXK823vNxN3UWB7Gfz,1
4tX2TplrkIP4v05BNC903e,7crPfGd2k81ekOoSqQKWWz,3
01aC2ikO4Xgb2LUpf9JfKp,179BpmLkQCRIoU68Co80f5,3
5SXEylV07TC57eanSxxg4R,6MxlVTY6PmY8Nyn16fvxtb,2
2x7EATekOPhFGRx3syMGEC,7gP3bB2nilZXLfPHJhMdvc,1
3FUY2gzHeIiaesXtOAdB7A,6GkJh85o22LfD2vgL9DP6f,1
23apFYuBTpFemqLDn8ViLW,2IAZ2xX1Ovh5jxhBWE7wda,7
1294QqYm1VuxxjRiL9M0h9,1FgsVeOhRYuSw2ghkIXV0A,6
6GkJh85o22LfD2vgL9DP6f,6f0hUHWLOCxCSDQMtdVAS7,1
1hzfo8twXdOegF3xireCYs,6zVFRTB0Y1whWyH7ZNmywf,1
0PGB0xsAyDqHHlvNQcgq5S,2x7EATekOPhFGRx3syMGEC,1
3bYcjbVAN3rAuU3TMzw2mB,3l0CmX0FuQjFxr8SK7Vqag,1
6d6ts87Fxm1EdULf4CaLw4,6deCiWT7ATcDWP2Cvlalvn,1
4ptJIIR10UVlGjN0VntFaK,5ObBtv5VunwwhQaXXnUrsM,1
3EOEK57CV77D4ovYVcmiyt,74NBPbyyftqJ4SpDZ4c1Ed,1
1WrqUPWlHN5FXCRcQgrkas,6g0mn3tzAds6aVeUYRsryU,1
2cCUtGK9sDU2EoElnk0GNB,4LEiUm1SRbFMgfqnQTwUbQ,1
3eqjTLE0HfPfh78zjh6TqT,3lPQ2Fk5JOwGWAF3ORFCqH,2
1OwarW4LEHnoep20ixRA0y,5J6L7N6B4nI1M5cwa29mQG,7
2SGFnb6c73UJd1vT6aGBMl,41Q0HrwWBtuUkJc7C1Rp6K,1
4YLtscXsxbVgi031ovDDdh,74NBPbyyftqJ4SpDZ4c1Ed,1
1MIe1z4RdqLqHSJsb7EBMm,7vtSUU3zpHeYJfX6BPNrJd,1
3NPpFNZtSTHheNBaWC82rB,74NBPbyyftqJ4SpDZ4c1Ed,1
3PhoLpVuITZKcymswpck5b,6ZLTlhejhndI4Rh53vYhrY,1
4ZgQDCtRqZlhLswVS6MHN4,74NBPbyyftqJ4SpDZ4c1Ed,1
0pCNk4D3E2xtszsm6hMsWr,74NBPbyyftqJ4SpDZ4c1Ed,1
0W8xe7IqAPlnBRMUpWOUuJ,6Wr3hh341P84m3EI8qdn9O,1
1lqW59DUEKqvcHc8mVWBtH,2hThsqaVEAWhWPBXnaOfB9,1
4KY9rCrokaoFzvMfX98u1q,5WGrqaw1HnSJTslqdqZKOj,1
2HOMW1liAxI3URnEq95SMS,4rojTfP5nRkmYpdSbWQgV4,2
47mIJdHORyRerp4os813jD,53XhwfbYqKCa1cC15pYq2q,12
0Cp8WN4V8Tu4QJQwCN5Md4,7gXb99Sf9nNmpNYeAgIQFG,1
3oKnyRhYWzNsTiss5n4Z1J,4kI8Ie27vjvonwaB2ePh8T,1
45eNHdiiabvmbp4erw26rg,4iDroUFo89Y7YBsdDTBmTD,6
58eJhHRICp87T2IFcP0bYh,64EHXDoln95lnccszdPum0,1
3KedxarmBCyFBevnqQHy3P,4ZgQDCtRqZlhLswVS6MHN4,1
4ZgQDCtRqZlhLswVS6MHN4,7502fDxg339jvGV08Jd4R0,3
1Ffb6ejR6Fe5IamqA5oRUF,1uU7g3DNSbsu0QjSEqZtEd,1
45eNHdiiabvmbp4erw26rg,4MzJMcHQBl9SIYSjwWn8QW,1
5sWHDYs0csV6RS48xBl0tH,7gXb99Sf9nNmpNYeAgIQFG,1
4aKdmOXdUKX07HVd3sGgzw,4fv1OFJywZ7DHCz3mVQQ45,1
06vRrrjT3DBRkhBlXoBdYj,4SdIXLzfabqU61iK7SnKAU,1
